Ticker,Return [%],WinRate [%],MaxDD [%],Trades
LYRA,0.0,0.0,-0.0,0
LYTS,0.0,0.0,-0.0,0
LYV,0.0,0.0,-0.0,0
LZ,0.0,0.0,-0.0,0
LZB,0.0,0.0,-0.0,0
LZM,0.0,0.0,-0.0,0
LZM.W,0.0,0.0,0.0,0
LZMH,0.0,0.0,0.0,0
M,0.0,0.0,-0.0,0
MA,0.0,0.0,-0.0,0
MAA,0.0,0.0,-0.0,0
MAA$I,0.0,0.0,0.0,0
MAAS,0.0,0.0,-0.0,0
MAC,0.0,0.0,-0.0,0
MACI,0.0,0.0,0.0,0
MACIU,0.0,0.0,0.0,0
MACIW,0.0,0.0,0.0,0
MAGN,0.0,0.0,-0.0,0
MAIN,0.0,0.0,-0.0,0
MAMA,0.0,0.0,-0.0,0
MAMK,0.0,0.0,0.0,0
MAMO,0.0,0.0,-0.0,0
MAN,0.0,0.0,-0.0,0
MANH,0.0,0.0,-0.0,0
MANU,0.0,0.0,-0.0,0
MAPS,0.0,0.0,-0.0,0
MAPSW,0.0,0.0,0.0,0
MAR,0.0,0.0,-0.0,0
MARA,0.0,0.0,-0.0,0
MARPS,0.0,0.0,-0.0,0
MAS,0.0,0.0,-0.0,0
MASI,0.0,0.0,-0.0,0
MASK,0.0,0.0,0.0,0
MASS,0.0,0.0,-0.0,0
MAT,0.0,0.0,-0.0,0
MATH,0.0,0.0,-0.0,0
MATV,0.0,0.0,-0.0,0
MATW,0.0,0.0,-0.0,0
MATX,0.0,0.0,-0.0,0
MAV,0.0,0.0,-0.0,0
MAX,0.0,0.0,-0.0,0
MAXI,0.0,0.0,-0.0,0
MAXN,0.0,0.0,-0.0,0
MAYA,0.0,0.0,0.0,0
MAYAR,0.0,0.0,0.0,0
MAYAU,0.0,0.0,0.0,0
MAYS,0.0,0.0,-0.0,0
MAZE,0.0,0.0,0.0,0
MB,0.0,0.0,0.0,0
MBAV,0.0,0.0,0.0,0
MBAVU,0.0,0.0,0.0,0
MBAVW,0.0,0.0,0.0,0
MBB,0.0,0.0,-0.0,0
MBBC,0.0,0.0,-0.0,0
MBC,0.0,0.0,-0.0,0
MBCN,0.0,0.0,-0.0,0
MBI,0.0,0.0,-0.0,0
MBIN,0.0,0.0,-0.0,0
MBINL,0.0,0.0,0.0,0
MBINM,0.0,0.0,-0.0,0
MBINN,0.0,0.0,-0.0,0
MBIO,0.0,0.0,-0.0,0
MBLY,0.0,0.0,-0.0,0
MBNKO,0.0,0.0,0.0,0
MBOT,0.0,0.0,-0.0,0
MBRX,0.0,0.0,-0.0,0
MBS,0.0,0.0,-0.0,0
MBUU,0.0,0.0,-0.0,0
MBWM,0.0,0.0,-0.0,0
MBX,0.0,0.0,0.0,0
MC,0.0,0.0,-0.0,0
MCB,0.0,0.0,-0.0,0
MCBS,0.0,0.0,-0.0,0
MCD,0.0,0.0,-0.0,0
MCDS,0.0,0.0,0.0,0
MCFT,0.0,0.0,-0.0,0
MCHI,0.0,0.0,-0.0,0
MCHP,0.0,0.0,-0.0,0
MCHPP,0.0,0.0,0.0,0
MCHS,0.0,0.0,0.0,0
MCHX,0.0,0.0,-0.0,0
MCI,0.0,0.0,-0.0,0
MCK,0.0,0.0,-0.0,0
MCN,0.0,0.0,-0.0,0
MCO,0.0,0.0,-0.0,0
MCR,0.0,0.0,-0.0,0
MCRB,0.0,0.0,-0.0,0
MCRI,0.0,0.0,-0.0,0
MCS,0.0,0.0,-0.0,0
MCSE,0.0,0.0,-0.0,0
MCTR,0.0,0.0,0.0,0
MCVT,0.0,0.0,-0.0,0
MCW,0.0,0.0,-0.0,0
MCY,0.0,0.0,-0.0,0
MD,0.0,0.0,-0.0,0
MDAI,0.0,0.0,-0.0,0
MDAIW,0.0,0.0,0.0,0
MDB,0.0,0.0,-0.0,0
MDBH,0.0,0.0,-0.0,0
MDCX,0.0,0.0,0.0,0
MDCXW,0.0,0.0,0.0,0
MDGL,0.0,0.0,-0.0,0
MDIA,0.0,0.0,-0.0,0
MDIV,0.0,0.0,-0.0,0
MDLZ,0.0,0.0,-0.0,0
MDRR,0.0,0.0,-0.0,0
MDST,0.0,0.0,-0.0,0
MDT,0.0,0.0,-0.0,0
MDU,0.0,0.0,-0.0,0
MDV,0.0,0.0,-0.0,0
MDV$A,0.0,0.0,0.0,0
MDWD,0.0,0.0,-0.0,0
MDXG,0.0,0.0,-0.0,0
MDXH,0.0,0.0,-0.0,0
MEC,0.0,0.0,-0.0,0
MED,0.0,0.0,-0.0,0
MEDP,0.0,0.0,-0.0,0
MEDX,0.0,0.0,-0.0,0
MEG,0.0,0.0,-0.0,0
MEGI,0.0,0.0,-0.0,0
MEGL,0.0,0.0,-0.0,0
MEI,0.0,0.0,-0.0,0
MEIP,0.0,0.0,-0.0,0
MELI,0.0,0.0,-0.0,0
MEMS,0.0,0.0,-0.0,0
MENS,0.0,0.0,0.0,0
MEOH,0.0,0.0,-0.0,0
MER$K,0.0,0.0,0.0,0
MERC,0.0,0.0,-0.0,0
MESA,0.0,0.0,-0.0,0
MESO,0.0,0.0,-0.0,0
MET,0.0,0.0,-0.0,0
MET$A,0.0,0.0,0.0,0
MET$E,0.0,0.0,0.0,0
MET$F,0.0,0.0,0.0,0
META,0.0,0.0,-0.0,0
METC,0.0,0.0,-0.0,0
METCB,0.0,0.0,-0.0,0
METCL,0.0,0.0,-0.0,0
METCZ,0.0,0.0,0.0,0
METD,0.0,0.0,0.0,0
METU,0.0,0.0,0.0,0
MFA,0.0,0.0,-0.0,0
MFA$B,0.0,0.0,0.0,0
MFA$C,0.0,0.0,0.0,0
MFAN,0.0,0.0,-0.0,0
MFAO,0.0,0.0,-0.0,0
MFC,0.0,0.0,-0.0,0
MFG,0.0,0.0,-0.0,0
MFH,0.0,0.0,-0.0,0
MFI,0.0,0.0,-0.0,0
MFIC,0.0,0.0,-0.0,0
MFICL,0.0,0.0,0.0,0
MFIN,0.0,0.0,-0.0,0
MFLX,0.0,0.0,-0.0,0
MFM,0.0,0.0,-0.0,0
MFSB,0.0,0.0,0.0,0
MFSG,0.0,0.0,0.0,0
MFSI,0.0,0.0,0.0,0
MFSM,0.0,0.0,0.0,0
MFSV,0.0,0.0,0.0,0
MG,0.0,0.0,-0.0,0
MGA,0.0,0.0,-0.0,0
MGEE,0.0,0.0,-0.0,0
MGF,0.0,0.0,-0.0,0
MGIC,0.0,0.0,-0.0,0
MGIH,0.0,0.0,-0.0,0
MGM,0.0,0.0,-0.0,0
MGNI,0.0,0.0,-0.0,0
MGNX,0.0,0.0,-0.0,0
MGPI,0.0,0.0,-0.0,0
MGR,0.0,0.0,-0.0,0
MGRB,0.0,0.0,-0.0,0
MGRC,0.0,0.0,-0.0,0
MGRD,0.0,0.0,-0.0,0
MGRE,0.0,0.0,-0.0,0
MGRM,0.0,0.0,-0.0,0
MGRX,0.0,0.0,-0.0,0
MGTX,0.0,0.0,-0.0,0
MGX,0.0,0.0,-0.0,0
MGY,0.0,0.0,-0.0,0
MGYR,0.0,0.0,-0.0,0
MHD,0.0,0.0,-0.0,0
MHF,0.0,0.0,-0.0,0
MHI,0.0,0.0,-0.0,0
MHK,0.0,0.0,-0.0,0
MHLA,0.0,0.0,-0.0,0
MHN,0.0,0.0,-0.0,0
MHNC,0.0,0.0,-0.0,0
MHO,0.0,0.0,-0.0,0
MHUA,0.0,0.0,-0.0,0
MIDD,0.0,0.0,-0.0,0
MIGI,0.0,0.0,-0.0,0
MILN,0.0,0.0,-0.0,0
MIMI,0.0,0.0,0.0,0
MIN,0.0,0.0,-0.0,0
MIND,0.0,0.0,-0.0,0
MIO,0.0,0.0,-0.0,0
MIR,0.0,0.0,-0.0,0
MIRA,0.0,0.0,-0.0,0
MIRM,0.0,0.0,-0.0,0
MIST,0.0,0.0,-0.0,0
MITK,0.0,0.0,-0.0,0
MITN,0.0,0.0,-0.0,0
MITP,0.0,0.0,0.0,0
MITT,0.0,0.0,-0.0,0
MITT$A,0.0,0.0,0.0,0
MITT$B,0.0,0.0,0.0,0
MITT$C,0.0,0.0,0.0,0
MIY,0.0,0.0,-0.0,0
MKAM,0.0,0.0,-0.0,0
MKC,0.0,0.0,-0.0,0
MKC.V,0.0,0.0,0.0,0
MKDW,0.0,0.0,-0.0,0
MKDWW,0.0,0.0,0.0,0
MKL,0.0,0.0,-0.0,0
MKSI,0.0,0.0,-0.0,0
MKTW,0.0,0.0,-0.0,0
MKTX,0.0,0.0,-0.0,0
MKZR,0.0,0.0,0.0,0
MLAB,0.0,0.0,-0.0,0
MLAC,0.0,0.0,0.0,0
MLACR,0.0,0.0,0.0,0
MLACU,0.0,0.0,0.0,0
MLCO,0.0,0.0,-0.0,0
MLEC,0.0,0.0,-0.0,0
MLECW,0.0,0.0,0.0,0
MLGO,0.0,0.0,-0.0,0
MLI,0.0,0.0,-0.0,0
MLKN,0.0,0.0,-0.0,0
MLM,0.0,0.0,-0.0,0
MLNK,0.0,0.0,-0.0,0
MLP,0.0,0.0,-0.0,0
MLR,0.0,0.0,-0.0,0
MLTX,0.0,0.0,-0.0,0
MLYS,0.0,0.0,-0.0,0
MMC,0.0,0.0,-0.0,0
MMD,0.0,0.0,-0.0,0
MMI,0.0,0.0,-0.0,0
MMKT,0.0,0.0,0.0,0
MMLP,0.0,0.0,-0.0,0
MMM,0.0,0.0,-0.0,0
MMS,0.0,0.0,-0.0,0
MMSI,0.0,0.0,-0.0,0
MMT,0.0,0.0,-0.0,0
MMU,0.0,0.0,-0.0,0
MMYT,0.0,0.0,-0.0,0
MNDO,0.0,0.0,-0.0,0
MNDR,0.0,0.0,-0.0,0
MNDY,0.0,0.0,-0.0,0
MNKD,0.0,0.0,-0.0,0
MNMD,0.0,0.0,-0.0,0
MNOV,0.0,0.0,-0.0,0
MNPR,0.0,0.0,-0.0,0
MNR,0.0,0.0,-0.0,0
MNRO,0.0,0.0,-0.0,0
MNSB,0.0,0.0,-0.0,0
MNSBP,0.0,0.0,-0.0,0
MNSO,0.0,0.0,-0.0,0
MNST,0.0,0.0,-0.0,0
MNTK,0.0,0.0,-0.0,0
MNTL,0.0,0.0,-0.0,0
MNTN,0.0,0.0,0.0,0
MNTS,0.0,0.0,-0.0,0
MNTSW,0.0,0.0,0.0,0
MNY,0.0,0.0,-0.0,0
MNYWW,0.0,0.0,-0.0,0
MO,0.0,0.0,-0.0,0
MOB,0.0,0.0,-0.0,0
MOBBW,0.0,0.0,-0.0,0
MOBX,0.0,0.0,-0.0,0
MOBXW,0.0,0.0,0.0,0
MOD,0.0,0.0,-0.0,0
MODD,0.0,0.0,-0.0,0
MODG,0.0,0.0,-0.0,0
MODL,0.0,0.0,-0.0,0
MODV,0.0,0.0,-0.0,0
MOFG,0.0,0.0,-0.0,0
MOG.A,0.0,0.0,0.0,0
MOG.B,0.0,0.0,0.0,0
MOGO,0.0,0.0,-0.0,0
MOGU,0.0,0.0,-0.0,0
MOH,0.0,0.0,-0.0,0
MOLN,0.0,0.0,-0.0,0
MOMO,0.0,0.0,-0.0,0
MOOD,0.0,0.0,-0.0,0
MORN,0.0,0.0,-0.0,0
MOS,0.0,0.0,-0.0,0
MOV,0.0,0.0,-0.0,0
MOVE,0.0,0.0,-0.0,0
MP,0.0,0.0,-0.0,0
MPA,0.0,0.0,-0.0,0
MPAA,0.0,0.0,-0.0,0
MPB,0.0,0.0,-0.0,0
MPC,0.0,0.0,-0.0,0
MPLX,0.0,0.0,-0.0,0
MPV,0.0,0.0,-0.0,0
MPW,0.0,0.0,-0.0,0
MPWR,0.0,0.0,-0.0,0
MPX,0.0,0.0,-0.0,0
MQ,0.0,0.0,-0.0,0
MQQQ,0.0,0.0,0.0,0
MQT,0.0,0.0,-0.0,0
MQY,0.0,0.0,-0.0,0
MRAL,0.0,0.0,0.0,0
MRAM,0.0,0.0,-0.0,0
MRBK,0.0,0.0,-0.0,0
MRC,0.0,0.0,-0.0,0
MRCC,0.0,0.0,-0.0,0
MRCY,0.0,0.0,-0.0,0
MREO,0.0,0.0,-0.0,0
MRK,0.0,0.0,-0.0,0
MRKR,0.0,0.0,-0.0,0
MRM,0.0,0.0,-0.0,0
MRNA,0.0,0.0,-0.0,0
MRNO,0.0,0.0,-0.0,0
MRNOW,0.0,0.0,0.0,0
MRP,0.0,0.0,0.0,0
MRSN,0.0,0.0,-0.0,0
MRTN,0.0,0.0,-0.0,0
MRUS,0.0,0.0,-0.0,0
MRVI,0.0,0.0,-0.0,0
MRVL,0.0,0.0,-0.0,0
MRX,0.0,0.0,-0.0,0
MS,0.0,0.0,-0.0,0
MS$A,0.0,0.0,0.0,0
MS$E,0.0,0.0,0.0,0
MS$F,0.0,0.0,0.0,0
MS$I,0.0,0.0,0.0,0
MS$K,0.0,0.0,0.0,0
MS$L,0.0,0.0,0.0,0
MS$O,0.0,0.0,0.0,0
MS$P,0.0,0.0,0.0,0
MS$Q,0.0,0.0,0.0,0
MSA,0.0,0.0,-0.0,0
MSAI,0.0,0.0,-0.0,0
MSAIW,0.0,0.0,0.0,0
MSB,0.0,0.0,-0.0,0
MSBI,0.0,0.0,-0.0,0
MSBIP,0.0,0.0,-0.0,0
MSC,0.0,0.0,-0.0,0
MSCI,0.0,0.0,-0.0,0
MSD,0.0,0.0,-0.0,0
MSDD,0.0,0.0,0.0,0
MSDL,0.0,0.0,-0.0,0
MSEX,0.0,0.0,-0.0,0
MSFD,0.0,0.0,-0.0,0
MSFL,0.0,0.0,-0.0,0
MSFT,0.0,0.0,-0.0,0
MSFU,0.0,0.0,-0.0,0
MSGE,0.0,0.0,-0.0,0
MSGM,0.0,0.0,-0.0,0
MSGS,0.0,0.0,-0.0,0
MSGY,0.0,0.0,0.0,0
MSI,0.0,0.0,-0.0,0
MSIF,0.0,0.0,0.0,0
MSM,0.0,0.0,-0.0,0
MSPR,0.0,0.0,-0.0,0
MSPRW,0.0,0.0,-0.0,0
MSPRZ,0.0,0.0,0.0,0
MSS,0.0,0.0,-0.0,0
MST,0.0,0.0,0.0,0
MSTP,0.0,0.0,0.0,0
MSTR,0.0,0.0,-0.0,0
MSTX,0.0,0.0,0.0,0
MSW,0.0,0.0,0.0,0
MT,0.0,0.0,-0.0,0
MTAL,0.0,0.0,-0.0,0
MTB,0.0,0.0,-0.0,0
MTB$H,0.0,0.0,0.0,0
MTB$J,0.0,0.0,0.0,0
MTC,0.0,0.0,-0.0,0
MTCH,0.0,0.0,-0.0,0
MTD,0.0,0.0,-0.0,0
MTDR,0.0,0.0,-0.0,0
MTEK,0.0,0.0,-0.0,0
MTEKW,0.0,0.0,0.0,0
MTEN,0.0,0.0,-0.0,0
MTEX,0.0,0.0,-0.0,0
MTG,0.0,0.0,-0.0,0
MTH,0.0,0.0,-0.0,0
MTLS,0.0,0.0,-0.0,0
MTN,0.0,0.0,-0.0,0
MTR,0.0,0.0,-0.0,0
MTRN,0.0,0.0,-0.0,0
MTRX,0.0,0.0,-0.0,0
MTSI,0.0,0.0,-0.0,0
MTSR,0.0,0.0,0.0,0
MTUS,0.0,0.0,-0.0,0
MTVA,0.0,0.0,-0.0,0
MTW,0.0,0.0,-0.0,0
MTX,0.0,0.0,-0.0,0
MTZ,0.0,0.0,-0.0,0
MU,0.0,0.0,-0.0,0
MUA,0.0,0.0,-0.0,0
MUC,0.0,0.0,-0.0,0
MUD,0.0,0.0,0.0,0
MUE,0.0,0.0,-0.0,0
MUFG,0.0,0.0,-0.0,0
MUJ,0.0,0.0,-0.0,0
MULL,0.0,0.0,0.0,0
MULN,0.0,0.0,-0.0,0
MUR,0.0,0.0,-0.0,0
MURA,0.0,0.0,-0.0,0
MUSA,0.0,0.0,-0.0,0
MUSE,0.0,0.0,0.0,0
MUU,0.0,0.0,0.0,0
MUX,0.0,0.0,-0.0,0
MVBF,0.0,0.0,-0.0,0
MVF,0.0,0.0,-0.0,0
MVIS,0.0,0.0,-0.0,0
MVLL,0.0,0.0,0.0,0
MVO,0.0,0.0,-0.0,0
MVST,0.0,0.0,-0.0,0
MVSTW,0.0,0.0,0.0,0
MVT,0.0,0.0,-0.0,0
MWA,0.0,0.0,-0.0,0
MWYN,0.0,0.0,0.0,0
MX,0.0,0.0,-0.0,0
MXCT,0.0,0.0,-0.0,0
MXE,0.0,0.0,-0.0,0
MXF,0.0,0.0,-0.0,0
MXL,0.0,0.0,-0.0,0
MYCF,0.0,0.0,0.0,0
MYCG,0.0,0.0,0.0,0
MYCH,0.0,0.0,0.0,0
MYCI,0.0,0.0,0.0,0
MYCJ,0.0,0.0,0.0,0
MYCK,0.0,0.0,0.0,0
MYCL,0.0,0.0,0.0,0
MYCM,0.0,0.0,0.0,0
MYCN,0.0,0.0,0.0,0
MYD,0.0,0.0,-0.0,0
MYE,0.0,0.0,-0.0,0
MYFW,0.0,0.0,-0.0,0
MYGN,0.0,0.0,-0.0,0
MYI,0.0,0.0,-0.0,0
MYMF,0.0,0.0,0.0,0
MYMG,0.0,0.0,0.0,0
MYMH,0.0,0.0,0.0,0
MYMI,0.0,0.0,0.0,0
MYMJ,0.0,0.0,0.0,0
MYN,0.0,0.0,-0.0,0
MYNZ,0.0,0.0,-0.0,0
MYPS,0.0,0.0,-0.0,0
MYPSW,0.0,0.0,-0.0,0
MYRG,0.0,0.0,-0.0,0
MYSZ,0.0,0.0,-0.0,0
MZTI,0.0,0.0,-0.0,0
NAAS,0.0,0.0,-0.0,0
NABL,0.0,0.0,-0.0,0
NAC,0.0,0.0,-0.0,0
NAD,0.0,0.0,-0.0,0
NAGE,0.0,0.0,-0.0,0
NAII,0.0,0.0,-0.0,0
NAKA,0.0,0.0,0.0,0
NAKAW,0.0,0.0,0.0,0
NAMI,0.0,0.0,0.0,0
NAMM,0.0,0.0,0.0,0
NAMMW,0.0,0.0,-0.0,0
NAMS,0.0,0.0,-0.0,0
NAMSW,0.0,0.0,-0.0,0
NAN,0.0,0.0,-0.0,0
NAOV,0.0,0.0,-0.0,0
NAT,0.0,0.0,-0.0,0
NATH,0.0,0.0,-0.0,0
NATL,0.0,0.0,-0.0,0
NATO,0.0,0.0,0.0,0
NATR,0.0,0.0,-0.0,0
NAUT,0.0,0.0,-0.0,0
NAVI,0.0,0.0,-0.0,0
NAZ,0.0,0.0,-0.0,0
NB,0.0,0.0,-0.0,0
NBB,0.0,0.0,-0.0,0
NBBK,0.0,0.0,-0.0,0
NBHC,0.0,0.0,-0.0,0
NBIS,0.0,0.0,0.0,0
NBIX,0.0,0.0,-0.0,0
NBN,0.0,0.0,-0.0,0
NBR,0.0,0.0,-0.0,0
NBTB,0.0,0.0,-0.0,0
NBTX,0.0,0.0,-0.0,0
NBXG,0.0,0.0,-0.0,0
NC,0.0,0.0,-0.0,0
NCA,0.0,0.0,-0.0,0
NCDL,0.0,0.0,-0.0,0
NCEW,0.0,0.0,0.0,0
NCI,0.0,0.0,-0.0,0
NCIQ,0.0,0.0,0.0,0
NCLH,0.0,0.0,-0.0,0
NCMI,0.0,0.0,-0.0,0
NCNA,0.0,0.0,-0.0,0
NCNO,0.0,0.0,-0.0,0
NCPB,0.0,0.0,-0.0,0
NCPL,0.0,0.0,-0.0,0
NCPLW,0.0,0.0,0.0,0
NCRA,0.0,0.0,-0.0,0
NCSM,0.0,0.0,-0.0,0
NCT,0.0,0.0,0.0,0
NCTY,0.0,0.0,-0.0,0
NCV,0.0,0.0,-0.0,0
NCV$A,0.0,0.0,0.0,0
NCZ,0.0,0.0,-0.0,0
NCZ$A,0.0,0.0,0.0,0
NDAA,0.0,0.0,0.0,0
NDAQ,0.0,0.0,-0.0,0
NDLS,0.0,0.0,-0.0,0
NDMO,0.0,0.0,-0.0,0
NDRA,0.0,0.0,-0.0,0
NDSN,0.0,0.0,-0.0,0
NE,0.0,0.0,-0.0,0
NE.A,0.0,0.0,0.0,0
NE.W,0.0,0.0,0.0,0
NEA,0.0,0.0,-0.0,0
NECB,0.0,0.0,-0.0,0
NEE,0.0,0.0,-0.0,0
NEE$N,0.0,0.0,0.0,0
NEE$R,0.0,0.0,0.0,0
NEE$S,0.0,0.0,0.0,0
NEE$T,0.0,0.0,0.0,0
NEE$U,0.0,0.0,0.0,0
NEGG,0.0,0.0,-0.0,0
NEHC,0.0,0.0,-0.0,0
NEHCW,0.0,0.0,0.0,0
NEM,0.0,0.0,-0.0,0
NEO,0.0,0.0,-0.0,0
NEOG,0.0,0.0,-0.0,0
NEON,0.0,0.0,-0.0,0
NEOV,0.0,0.0,-0.0,0
NEOVW,0.0,0.0,0.0,0
NEPH,0.0,0.0,-0.0,0
NERD,0.0,0.0,-0.0,0
NERV,0.0,0.0,-0.0,0
NESR,0.0,0.0,0.0,0
NESRW,0.0,0.0,0.0,0
NET,0.0,0.0,-0.0,0
NETD,0.0,0.0,-0.0,0
NETDU,0.0,0.0,-0.0,0
NETDW,0.0,0.0,0.0,0
NEU,0.0,0.0,-0.0,0
NEUE,0.0,0.0,-0.0,0
NEUP,0.0,0.0,-0.0,0
NEWT,0.0,0.0,-0.0,0
NEWTG,0.0,0.0,0.0,0
NEWTH,0.0,0.0,0.0,0
NEWTI,0.0,0.0,-0.0,0
NEWTZ,0.0,0.0,-0.0,0
NEWZ,0.0,0.0,-0.0,0
NEXA,0.0,0.0,-0.0,0
NEXN,0.0,0.0,-0.0,0
NEXT,0.0,0.0,-0.0,0
NFBK,0.0,0.0,-0.0,0
NFE,0.0,0.0,-0.0,0
NFG,0.0,0.0,-0.0,0
NFJ,0.0,0.0,-0.0,0
NFLX,0.0,0.0,-0.0,0
NFTY,0.0,0.0,-0.0,0
NFXL,0.0,0.0,0.0,0
NFXS,0.0,0.0,0.0,0
NGG,0.0,0.0,-0.0,0
NGL,0.0,0.0,-0.0,0
NGL$B,0.0,0.0,0.0,0
NGL$C,0.0,0.0,0.0,0
NGNE,0.0,0.0,-0.0,0
NGS,0.0,0.0,-0.0,0
NGVC,0.0,0.0,-0.0,0
NGVT,0.0,0.0,-0.0,0
NHI,0.0,0.0,-0.0,0
NHIC,0.0,0.0,0.0,0
NHICU,0.0,0.0,0.0,0
NHICW,0.0,0.0,0.0,0
NHPAP,0.0,0.0,-0.0,0
NHPBP,0.0,0.0,-0.0,0
NHTC,0.0,0.0,-0.0,0
NI,0.0,0.0,-0.0,0
NIC,0.0,0.0,-0.0,0
NICE,0.0,0.0,-0.0,0
NIE,0.0,0.0,-0.0,0
NIKL,0.0,0.0,-0.0,0
NIM,0.0,0.0,-0.0,0
NINE,0.0,0.0,-0.0,0
NIO,0.0,0.0,-0.0,0
NIOBW,0.0,0.0,0.0,0
NIPG,0.0,0.0,0.0,0
NISN,0.0,0.0,-0.0,0
NITO,0.0,0.0,-0.0,0
NIU,0.0,0.0,-0.0,0
NIVF,0.0,0.0,-0.0,0
NIVFW,0.0,0.0,0.0,0
NIXT,0.0,0.0,0.0,0
NIXX,0.0,0.0,-0.0,0
NIXXW,0.0,0.0,0.0,0
NJR,0.0,0.0,-0.0,0
NKE,0.0,0.0,-0.0,0
NKSH,0.0,0.0,-0.0,0
NKTR,0.0,0.0,-0.0,0
NKTX,0.0,0.0,-0.0,0
NKX,0.0,0.0,-0.0,0
NL,0.0,0.0,-0.0,0
NLOP,0.0,0.0,-0.0,0
NLSP,0.0,0.0,-0.0,0
NLSPW,0.0,0.0,-0.0,0
NLY,0.0,0.0,-0.0,0
NLY$F,0.0,0.0,0.0,0
NLY$G,0.0,0.0,0.0,0
NLY$I,0.0,0.0,0.0,0
NMAI,0.0,0.0,-0.0,0
NMAX,0.0,0.0,0.0,0
NMCO,0.0,0.0,-0.0,0
NMFC,0.0,0.0,-0.0,0
NMFCZ,0.0,0.0,-0.0,0
NMG,0.0,0.0,-0.0,0
NMI,0.0,0.0,-0.0,0
NMIH,0.0,0.0,-0.0,0
NMM,0.0,0.0,-0.0,0
NMPAU,0.0,0.0,0.0,0
NMR,0.0,0.0,-0.0,0
NMRA,0.0,0.0,-0.0,0
NMRK,0.0,0.0,-0.0,0
NMS,0.0,0.0,-0.0,0
NMT,0.0,0.0,-0.0,0
NMTC,0.0,0.0,-0.0,0
NMZ,0.0,0.0,-0.0,0
NN,0.0,0.0,-0.0,0
NNAVW,0.0,0.0,0.0,0
NNBR,0.0,0.0,-0.0,0
NNDM,0.0,0.0,-0.0,0
NNE,0.0,0.0,0.0,0
NNI,0.0,0.0,-0.0,0
NNN,0.0,0.0,-0.0,0
NNNN,0.0,0.0,0.0,0
NNOX,0.0,0.0,-0.0,0
NNY,0.0,0.0,-0.0,0
NOA,0.0,0.0,-0.0,0
NOAH,0.0,0.0,-0.0,0
NOC,0.0,0.0,-0.0,0
NODK,0.0,0.0,-0.0,0
NOEM,0.0,0.0,0.0,0
NOEMR,0.0,0.0,0.0,0
NOEMU,0.0,0.0,0.0,0
NOEMW,0.0,0.0,0.0,0
NOG,0.0,0.0,-0.0,0
NOK,0.0,0.0,-0.0,0
NOM,0.0,0.0,-0.0,0
NOMD,0.0,0.0,-0.0,0
NOTE,0.0,0.0,-0.0,0
NOTE.W,0.0,0.0,0.0,0
NOTV,0.0,0.0,-0.0,0
NOV,0.0,0.0,-0.0,0
NOVT,0.0,0.0,-0.0,0
NOW,0.0,0.0,-0.0,0
NPAC,0.0,0.0,0.0,0
NPACU,0.0,0.0,0.0,0
NPACW,0.0,0.0,0.0,0
NPB,0.0,0.0,0.0,0
NPCE,0.0,0.0,-0.0,0
NPCT,0.0,0.0,-0.0,0
NPFD,0.0,0.0,-0.0,0
NPFI,0.0,0.0,-0.0,0
NPK,0.0,0.0,-0.0,0
NPKI,0.0,0.0,-0.0,0
NPO,0.0,0.0,-0.0,0
NPV,0.0,0.0,-0.0,0
NPWR,0.0,0.0,-0.0,0
NPWR.W,0.0,0.0,0.0,0
NQP,0.0,0.0,-0.0,0
NRC,0.0,0.0,-0.0,0
NRDS,0.0,0.0,-0.0,0
NRDY,0.0,0.0,-0.0,0
NREF,0.0,0.0,-0.0,0
NREF$A,0.0,0.0,0.0,0
NRES,0.0,0.0,-0.0,0
NRG,0.0,0.0,-0.0,0
NRGV,0.0,0.0,-0.0,0
NRIM,0.0,0.0,-0.0,0
NRIX,0.0,0.0,-0.0,0
NRK,0.0,0.0,-0.0,0
NRP,0.0,0.0,-0.0,0
NRSN,0.0,0.0,-0.0,0
NRSNW,0.0,0.0,0.0,0
NRT,0.0,0.0,-0.0,0
NRUC,0.0,0.0,-0.0,0
NRXP,0.0,0.0,-0.0,0
NRXPW,0.0,0.0,0.0,0
NSA,0.0,0.0,-0.0,0
NSA$A,0.0,0.0,0.0,0
NSA$B,0.0,0.0,0.0,0
NSC,0.0,0.0,-0.0,0
NSCR,0.0,0.0,-0.0,0
NSI,0.0,0.0,-0.0,0
NSIT,0.0,0.0,-0.0,0
NSP,0.0,0.0,-0.0,0
NSPR,0.0,0.0,-0.0,0
NSSC,0.0,0.0,-0.0,0
NSTS,0.0,0.0,-0.0,0
NSYS,0.0,0.0,-0.0,0
NTAP,0.0,0.0,-0.0,0
NTB,0.0,0.0,-0.0,0
NTCL,0.0,0.0,0.0,0
NTCT,0.0,0.0,-0.0,0
NTES,0.0,0.0,-0.0,0
NTEST,0.0,0.0,0.0,0
NTEST.A,0.0,0.0,0.0,0
NTEST.B,0.0,0.0,0.0,0
NTEST.C,0.0,0.0,0.0,0
NTGR,0.0,0.0,-0.0,0
NTHI,0.0,0.0,0.0,0
NTIC,0.0,0.0,-0.0,0
NTLA,0.0,0.0,-0.0,0
NTNX,0.0,0.0,-0.0,0
NTR,0.0,0.0,-0.0,0
NTRA,0.0,0.0,-0.0,0
NTRB,0.0,0.0,-0.0,0
NTRBW,0.0,0.0,-0.0,0
NTRP,0.0,0.0,-0.0,0
NTRS,0.0,0.0,-0.0,0
NTRSO,0.0,0.0,-0.0,0
